fill	x	y	key	showSelectedlegendfill	showSelected1
#F8766D	-0.0202883748968775	0.0812583898752326	1	iteration	122
#F8766D	-0.0204135331753793	0.0817961697306817	1	iteration	123
#F8766D	-0.0205336637413095	0.0823136271987475	1	iteration	124
#F8766D	-0.0206489676535945	0.082811530462041	1	iteration	125
#F8766D	-0.0207596379623623	0.0832906186581961	1	iteration	126
#F8766D	-0.0208658600268555	0.0837516029783481	1	iteration	127
#F8766D	-0.0209678118207628	0.0841951677240579	1	iteration	128
#F8766D	-0.0210656642254662	0.0846219713242528	1	iteration	129
#F8766D	-0.0211595813116807	0.0850326473136981	1	iteration	130
#F8766D	-0.0212497206099444	0.0854278052744546	1	iteration	131
#F8766D	-0.0213362333703999	0.085808031741722	1	iteration	132
#F8766D	-0.0214192648122885	0.086173891075417	1	iteration	133
#F8766D	-0.0214989543635653	0.0865259262987811	1	iteration	134
#F8766D	-0.0215754358910228	0.086864659905267	1	iteration	135
#F8766D	-0.0216488379213011	0.0871905946349031	1	iteration	136
#F8766D	-0.0217192838531408	0.0875042142212904	1	iteration	137
#F8766D	-0.0217868921612284	0.0878059841103448	1	iteration	138
#F8766D	-0.0218517765919637	0.0880963521518511	1	iteration	139
#F8766D	-0.0219140463514685	0.0883757492648603	1	iteration	140
#F8766D	-0.0219738062861458	0.0886445900779175	1	iteration	141
#F8766D	-0.0220311570560798	0.0889032735450737	1	iteration	142
#F8766D	-0.0220861953015634	0.0891521835385981	1	iteration	143
#F8766D	-0.0221390138030225	0.0893916894192709	1	iteration	144
#F8766D	-0.0221897016345993	0.089622146585107	1	iteration	145
#F8766D	-0.0222383443116444	0.0898438969993243	1	iteration	146
#F8766D	-0.0222850239323597	0.0900572696983435	1	iteration	147
#F8766D	-0.0223298193138225	0.0902625812805743	1	iteration	148
#F8766D	-0.0223728061226129	0.0904601363767143	1	iteration	149
#F8766D	-0.0224140570002588	0.0906502281022613	1	iteration	150
#F8766D	-0.022453641683703	0.0908331384929108	1	iteration	151
#F8766D	-0.0224916271209891	0.0910091389234862	1	iteration	152
#F8766D	-0.0225280775823558	0.0911784905110258	1	iteration	153
#F8766D	-0.0225630547669212	0.0913414445026239	1	iteration	154
#F8766D	-0.0225966179051313	0.0914982426486053	1	iteration	155
#F8766D	-0.022628823857141	0.0916491175615856	1	iteration	156
#F8766D	-0.0226597272072876	0.0917942930619531	1	iteration	157
#F8766D	-0.0226893803548131	0.0919339845102846	1	iteration	158
#F8766D	-0.0227178336009816	0.09206839912719	1	iteration	159
#F8766D	-0.0227451352327368	0.0921977363010616	1	iteration	160
#F8766D	-0.0227713316030349	0.092322187884185	1	iteration	161
#F8766D	-0.0227964672079859	0.0924419384776512	1	iteration	162
#F8766D	-0.0228205847609281	0.0925571657054962	1	iteration	163
#F8766D	-0.0228437252635598	0.0926680404784715	1	iteration	164
#F8766D	-0.0228659280742416	0.0927747272478421	1	iteration	165
#F8766D	-0.0228872309735842	0.0928773842495851	1	iteration	166
#F8766D	-0.0229076702274279	0.0929761637393558	1	iteration	167
#F8766D	-0.0229272806473174	0.0930712122185671	1	iteration	168
#F8766D	-0.0229460956485712	0.0931626706519212	1	iteration	169
#F8766D	-0.0229641473060408	0.0932506746767144	1	iteration	170
#F8766D	-0.022981466407652	0.0933353548042286	1	iteration	171
#F8766D	-0.0229980825058154	0.0934168366135069	1	iteration	172
#F8766D	-0.0230140239667908	0.093495240937802	1	iteration	173
#F8766D	-0.0230293180180873	0.0935706840439749	1	iteration	174
#F8766D	-0.0230439907939758	0.0936432778051102	1	iteration	175
#F8766D	-0.02305806737919	0.0937131298666042	1	iteration	176
#F8766D	-0.0230715718508876	0.0937803438059736	1	iteration	177
#F8766D	-0.0230845273189392	0.0938450192866215	1	iteration	178
#F8766D	-0.0230969559646141	0.0939072522057891	1	iteration	179
#F8766D	-0.0231088790777235	0.0939671348369142	1	iteration	180
#F8766D	-0.023120317092285	0.0940247559666062	1	iteration	181
#F8766D	-0.0231312896207654	0.0940802010264431	1	iteration	182
#F8766D	-0.0231418154869589	0.0941335522197851	1	iteration	183
#F8766D	-0.0231519127575546	0.0941848886437933	1	iteration	184
#F8766D	-0.0231615987724464	0.0942342864068358	1	iteration	185
#F8766D	-0.0231708901738334	0.094281818741454	1	iteration	186
#F8766D	-0.0231798029341604	0.0943275561130593	1	iteration	187
#F8766D	-0.023188352382944	0.0943715663245188	1	iteration	188
#F8766D	-0.0231965532325286	0.0944139146167887	1	iteration	189
#F8766D	-0.0232044196028152	0.0944546637657414	1	iteration	190
#F8766D	-0.0232119650450027	0.0944938741753334	1	iteration	191
#F8766D	-0.0232192025643827	0.0945316039672505	1	iteration	192
#F8766D	-0.0232261446422239	0.0945679090671635	1	iteration	193
#F8766D	-0.0232328032567833	0.0946028432877239	1	iteration	194
#F8766D	-0.023239189903478	0.0946364584084215	1	iteration	195
#F8766D	-0.0232453156142521	0.0946688042524232	1	iteration	196
#F8766D	-0.0232511909761698	0.0946999287605074	1	iteration	197
#F8766D	-0.0232568261492658	0.0947298780622026	1	iteration	198
#F8766D	-0.0232622308836828	0.0947586965442381	1	iteration	199
#F8766D	-0.0232674145361244	0.0947864269164057	1	iteration	200
#F8766D	-0.0232723860856495	0.0948131102749331	1	iteration	201
#F8766D	-0.0232771541488369	0.0948387861634603	1	iteration	202
#F8766D	-0.0232817269943425	0.0948634926317127	1	iteration	203
#F8766D	-0.0232861125568753	0.0948872662919545	1	iteration	204
#F8766D	-0.0232903184506135	0.0949101423733099	1	iteration	205
#F8766D	-0.0232943519820854	0.0949321547740296	1	iteration	206
#F8766D	-0.0232982201625338	0.0949533361117827	1	iteration	207
#F8766D	-0.0233019297197864	0.0949737177720466	1	iteration	208
#F8766D	-0.0233054871096513	0.0949933299546692	1	iteration	209
#F8766D	-0.0233088985268556	0.0950122017186698	1	iteration	210
#F8766D	-0.0233121699155472	0.0950303610253473	1	iteration	211
#F8766D	-0.0233153069793757	0.0950478347797592	1	iteration	212
#F8766D	-0.0233183151911693	0.0950646488706321	1	iteration	213
#F8766D	-0.0233211998022248	0.0950808282087649	1	iteration	214
#F8766D	-0.0233239658512252	0.095096396763979	1	iteration	215
#F8766D	-0.0233266181727996	0.0951113776006735	1	iteration	216
#F8766D	-0.0233291614057412	0.0951257929120353	1	iteration	217
#F8766D	-0.0233316000008947	0.0951396640529571	1	iteration	218
#F8766D	-0.0233339382287284	0.095153011571711	1	iteration	219
#F8766D	-0.0233361801866026	0.0951658552404246	1	iteration	220
#F8766D	-0.023338329805746	0.0951782140844063	1	iteration	221
#F8766D	-0.0233403908579532	0.0951901064103614	1	iteration	222
#F8766D	-0.023342366962013	0.0952015498335421	1	iteration	223
#F8766D	-0.0233442615898787	0.0952125613038715	1	iteration	224
#F8766D	-0.0233460780725911	0.0952231571310806	1	iteration	225
#F8766D	-0.0233478196059638	0.0952333530088947	1	iteration	226
#F8766D	-0.0233494892560401	0.0952431640383063	1	iteration	227
#F8766D	-0.023351089964331	0.0952526047499683	1	iteration	228
#F8766D	-0.0233526245528426	0.0952616891257411	1	iteration	229
#F8766D	-0.0233540957289019	0.0952704306194251	1	iteration	230
#F8766D	-0.0233555060897886	0.0952788421767099	1	iteration	231
#F8766D	-0.0233568581271808	0.0952869362543701	1	iteration	232
#F8766D	-0.0233581542314218	0.095294724838735	1	iteration	233
#F8766D	-0.0233593966956161	0.0953022194634607	1	iteration	234
#F8766D	-0.02336058771956	0.0953094312266304	1	iteration	235
#F8766D	-0.0233617294135144	0.0953163708072093	1	iteration	236
#F8766D	-0.0233628238018262	0.0953230484808767	1	iteration	237
#F8766D	-0.0233638728264034	0.0953294741352602	1	iteration	238
#F8766D	-0.023364878350051	0.0953356572845948	1	iteration	239
#F8766D	-0.0233658421596724	0.0953416070838272	1	iteration	240
#F8766D	-0.0233667659693416	0.0953473323421881	1	iteration	241
#F8766D	-0.0233676514232525	0.0953528415362507	1	iteration	242
#F8766D	-0.0233685000985489	0.0953581428224966	1	iteration	243
#F8766D	-0.0233693135080405	0.0953632440494066	1	iteration	244
#F8766D	-0.0233700931028098	0.0953681527690945	1	iteration	245
#F8766D	-0.0233708402747138	0.0953728762485015	1	iteration	246
#F8766D	-0.0233715563587848	0.0953774214801678	1	iteration	247
#F8766D	-0.0233722426355347	0.095381795192597	1	iteration	248
#F8766D	-0.0233729003331662	0.0953860038602287	1	iteration	249
#F8766D	-0.0233735306296948	0.0953900537130353	1	iteration	250
#F8766D	-0.0233741346549855	0.0953939507457545	1	iteration	251
#F8766D	-0.023374713492707	0.095397700726775	1	iteration	252
#F8766D	-0.0233752681822071	0.0954013092066849	1	iteration	253
#F8766D	-0.0233757997203127	0.0954047815264976	1	iteration	254
#F8766D	-0.0233763090630571	0.0954081228255679	1	iteration	255
#F8766D	-0.0233767971273371	0.0954113380492073	1	iteration	256
#F8766D	-0.0233772647925036	0.0954144319560129	1	iteration	257
#F8766D	-0.0238831942760546	0.0974805340716806	1	iteration	258
#F8766D	-0.0243798162030703	0.0995132164637098	1	iteration	259
#F8766D	-0.0248672985479287	0.101513020501928	1	iteration	260
#F8766D	-0.0253458062973681	0.103480478774252	1	iteration	261
#F8766D	-0.0258155015030262	0.105416115229329	1	iteration	262
#F8766D	-0.0262765433330616	0.107320445316863	1	iteration	263
#F8766D	-0.0267290881228777	0.109193976125655	1	iteration	264
#F8766D	-0.0271732894249607	0.1110372065194	1	iteration	265
#F8766D	-0.0276092980578498	0.112850627270276	1	iteration	266
#F8766D	-0.0280372621542535	0.114634721190359	1	iteration	267
#F8766D	-0.0284573272083264	0.116389963260906	1	iteration	268
#F8766D	-0.028869636122122	0.118116820759525	1	iteration	269
#F8766D	-0.0292743292512352	0.119815753385292	1	iteration	270
#F8766D	-0.029671544449648	0.121487213381819	1	iteration	271
#F8766D	-0.0300614171137937	0.123131645658331	1	iteration	272
#F8766D	-0.0304440802258516	0.124749487908773	1	iteration	273
#F8766D	-0.0308196643962863	0.12634117072897	1	iteration	274
#F8766D	-0.0311882979056445	0.127907117731902	1	iteration	275
#F8766D	-0.0315501067456223	0.129447745661082	1	iteration	276
#F8766D	-0.0319052146594155	0.130963464502109	1	iteration	277
#F8766D	-0.0322537431813649	0.132454677592398	1	iteration	278
#F8766D	-0.0325958116759101	0.133921781729126	1	iteration	279
#F8766D	-0.0329315373758623	0.135365167275429	1	iteration	280
#F8766D	-0.0332610354200087	0.136785218264867	1	iteration	281
#F8766D	-0.0335844188900598	0.138182312504191	1	iteration	282
#F8766D	-0.0339017988469516	0.139556821674442	1	iteration	283
#F8766D	-0.0342132843665126	0.140909111430407	1	iteration	284
#F8766D	-0.0345189825745083	0.142239541498453	1	iteration	285
#F8766D	-0.0348189986810725	0.143548465772779	1	iteration	286
#F8766D	-0.0351134360145367	0.144836232410094	1	iteration	287
#F8766D	-0.0354023960546682	0.146103183922762	1	iteration	288
#F8766D	-0.0356859784653269	0.147349657270434	1	iteration	289
#F8766D	-0.0359642811265507	0.148575983950183	1	iteration	290
#F8766D	-0.0362374001660799	0.149782490085187	1	iteration	291
#F8766D	-0.0365054299903296	0.150969496511953	1	iteration	292
#F8766D	-0.0367684633148212	0.152137318866142	1	iteration	293
#F8766D	-0.03702659119408	0.153286267666983	1	iteration	294
#F8766D	-0.0372799030510101	0.154416648400328	1	iteration	295
#F8766D	-0.0375284867057557	0.155528761600345	1	iteration	296
#F8766D	-0.0377724284040559	0.156622902929897	1	iteration	297
#F8766D	-0.0380118128451039	0.157699363259599	1	iteration	298
#F8766D	-0.0382467232089179	0.158758428745606	1	iteration	299
#F8766D	-0.0384772411832324	0.159800380906125	1	iteration	300
#F8766D	-0.0387034469899193	0.160825496696687	1	iteration	301
#F8766D	-0.0389254194109447	0.161834048584201	1	iteration	302
#F8766D	-0.039143235813872	0.162826304619798	1	iteration	303
#F8766D	-0.0393569721769177	0.163802528510491	1	iteration	304
#F8766D	-0.0395667031135674	0.16476297968968	1	iteration	305
#F8766D	-0.0397725018967614	0.165707913386495	1	iteration	306
#F8766D	-0.0399744404826549	0.166637580694032	1	iteration	307
#F8766D	-0.0401725895339627	0.167552228636463	1	iteration	308
#F8766D	-0.0403670184428938	0.168452100235064	1	iteration	309
#F8766D	-0.0405577953536835	0.16933743457317	1	iteration	310
#F8766D	-0.0407449871847311	0.170208466860073	1	iteration	311
#F8766D	-0.0409286596503479	0.171065428493884	1	iteration	312
#F8766D	-0.0411088772821244	0.171908547123368	1	iteration	313
#F8766D	-0.0412857034499225	0.17273804670878	1	iteration	314
#F8766D	-0.0414592003824982	0.173554147581713	1	iteration	315
#F8766D	-0.0416294291877632	0.174357066503971	1	iteration	316
#F8766D	-0.0417964498726904	0.175147016725481	1	iteration	317
#F8766D	-0.0419603213628697	0.17592420804128	1	iteration	318
#F8766D	-0.0421211015217198	0.176688846847554	1	iteration	319
#F8766D	-0.0422788471693636	0.177441136196788	1	iteration	320
#F8766D	-0.0424336141011707	0.178181275852002	1	iteration	321
#F8766D	-0.0425854571059751	0.178909462340124	1	iteration	322
#F8766D	-0.0427344299839713	0.179625889004477	1	iteration	323
#F8766D	-0.0428805855642976	0.180330746056429	1	iteration	324
#F8766D	-0.0430239757223082	0.181024220626196	1	iteration	325
#F8766D	-0.0431646513965435	0.181706496812822	1	iteration	326
#F8766D	-0.0433026626054002	0.182377755733347	1	iteration	327
#F8766D	-0.0434380584635095	0.183038175571176	1	iteration	328
#F8766D	-0.0435708871978259	0.183687931623664	1	iteration	329
#F8766D	-0.0437011961634342	0.184327196348925	1	iteration	330
#F8766D	-0.0438290318590769	0.184956139411884	1	iteration	331
#F8766D	-0.0439544399424094	0.185574927729581	1	iteration	332
#F8766D	-0.0440774652449861	0.186183725515736	1	iteration	333
#F8766D	-0.0441981517869822	0.186782694324592	1	iteration	334
#F8766D	-0.0443165427916574	0.187371993094049	1	iteration	335
#F8766D	-0.0444326806995634	0.187951778188092	1	iteration	336
#F8766D	-0.0445466071825021	0.188522203438535	1	iteration	337
#F8766D	-0.0446583631572373	0.189083420186083	1	iteration	338
#F8766D	-0.0447679887989652	0.189635577320731	1	iteration	339
#F8766D	-0.0448755235545469	0.190178821321506	1	iteration	340
#F8766D	-0.044981006155508	0.190713296295557	1	iteration	341
#F8766D	-0.045084474630809	0.191239144016625	1	iteration	342
#F8766D	-0.04518596631939	0.191756503962873	1	iteration	343
#F8766D	-0.0452855178824948	0.192265513354111	1	iteration	344
#F8766D	-0.0453831653157769	0.192766307188412	1	iteration	345
#F8766D	-0.0454789439611926	0.193259018278137	1	iteration	346
#F8766D	-0.0455728885186833	0.193743777285374	1	iteration	347
#F8766D	-0.0456650330576526	0.194220712756799	1	iteration	348
#F8766D	-0.0457554110282399	0.194689951157976	1	iteration	349
#F8766D	-0.0458440552723954	0.195151616907094	1	iteration	350
#F8766D	-0.0459309980347595	0.195605832408162	1	iteration	351
#F8766D	-0.0460162709733498	0.196052718083661	1	iteration	352
#F8766D	-0.0460999051700595	0.196492392406669	1	iteration	353
#F8766D	-0.0461819311409698	0.196924971932465	1	iteration	354
#F8766D	-0.0462623788464814	0.197350571329613	1	iteration	355
#F8766D	-0.0463412777012647	0.197769303410551	1	iteration	356
#F8766D	-0.0464186565840363	0.198181279161675	1	iteration	357
#F8766D	-0.0464945438471612	0.198586607772945	1	iteration	358
#F8766D	-0.0465689673260854	0.198985396666998	1	iteration	359
#F8766D	-0.0466419543486027	0.199377751527796	1	iteration	360
#F8766D	-0.0467135317439554	0.199763776328811	1	iteration	361
#F8766D	-0.0467837258517765	0.200143573360745	1	iteration	362
#F8766D	-0.0468525625308716	0.200517243258805	1	iteration	363
#F8766D	-0.0469200671678463	0.200884885029537	1	iteration	364
#F8766D	-0.0469862646855806	0.201246596077221	1	iteration	365
#F8766D	-0.0470511795515534	0.201602472229836	1	iteration	366
#F8766D	-0.0471148357860193	0.201952607764609	1	iteration	367
#F8766D	-0.0471772569700406	0.202297095433149	1	iteration	368
#F8766D	-0.0472384662533772	0.202636026486164	1	iteration	369
#F8766D	-0.0472984863622362	0.20296949069779	1	iteration	370
#F8766D	-0.0473573396068848	0.203297576389515	1	iteration	371
#F8766D	-0.0474150478891276	0.203620370453723	1	iteration	372
#F8766D	-0.0474716327096514	0.203937958376845	1	iteration	373
#F8766D	-0.0475271151752404	0.204250424262148	1	iteration	374
#F8766D	-0.0475815160058622	0.204557850852143	1	iteration	375
#F8766D	-0.0476348555416294	0.204860319550634	1	iteration	376
#F8766D	-0.0476871537496365	0.20515791044441	1	iteration	377
#F8766D	-0.0477384302306763	0.205450702324582	1	iteration	378
#F8766D	-0.0477887042258364	0.20573877270758	1	iteration	379
#F8766D	-0.0478379946229791	0.2060221978558	1	iteration	380
#F8766D	-0.0478863199631058	0.206301052797923	1	iteration	381
#F8766D	-0.0479336984466088	0.206575411348902	1	iteration	382
#F8766D	-0.0479801479394113	0.206845346129628	1	iteration	383
#F8766D	-0.0480256859789991	0.20711092858627	1	iteration	384
#F8766D	-0.0480703297803446	0.207372229009307	1	iteration	385
#F8766D	-0.0481140962417253	0.207629316552251	1	iteration	386
#F8766D	-0.0481570019504396	0.207882259250062	1	iteration	387
#F8766D	-0.0481990631884201	0.208131124037269	1	iteration	388
#F8766D	-0.0482402959377475	0.208375976765798	1	iteration	389
#F8766D	-0.0482807158860662	0.2086168822225	1	iteration	390
#F8766D	-0.0483203384319038	0.208853904146412	1	iteration	391
#F8766D	-0.0483591786898955	0.209087105245723	1	iteration	392
#F8766D	-0.0483972514959159	0.20931654721447	1	iteration	393
#F8766D	-0.0484345714121188	0.20954229074897	1	iteration	394
#F8766D	-0.0484711527318883	0.209764395563971	1	iteration	395
#F8766D	-0.0485070094847004	0.209982920408556	1	iteration	396
#F8766D	-0.0485421554408989	0.210197923081778	1	iteration	397
#F8766D	-0.0485766041163859	0.210409460448048	1	iteration	398
#F8766D	-0.0486103687772286	0.21061758845227	1	iteration	399
#F8766D	-0.0486434624441838	0.210822362134735	1	iteration	400
#F8766D	-0.0486758978971425	0.211023835645764	1	iteration	401
#F8766D	-0.048707687679494	0.211222062260125	1	iteration	402
#F8766D	-0.0487388441024132	0.21141709439121	1	iteration	403
#F8766D	-0.0487693792490708	0.211608983604981	1	iteration	404
#F8766D	-0.0487993049787685	0.211797780633695	1	iteration	405
#F8766D	-0.0488286329310004	0.2119835353894	1	iteration	406
#F8766D	-0.048857374529442	0.212166296977218	1	iteration	407
#F8766D	-0.0488855409858677	0.21234611370841	1	iteration	408
#F8766D	-0.0489131433039981	0.212523033113228	1	iteration	409
#F8766D	-0.0489401922832796	0.212697101953561	1	iteration	410
#F8766D	-0.0489666985225949	0.212868366235373	1	iteration	411
#F8766D	-0.0489926724239087	0.213036871220947	1	iteration	412
#F8766D	-0.0490181241958467	0.213202661440916	1	iteration	413
#F8766D	-0.0490430638572123	0.213365780706114	1	iteration	414
#F8766D	-0.0490675012404385	0.213526272119228	1	iteration	415
#F8766D	-0.0490914459949798	0.213684178086259	1	iteration	416
#F8766D	-0.0491149075906421	0.213839540327801	1	iteration	417
#F8766D	-0.0491378953208534	0.213992399890138	1	iteration	418
#F8766D	-0.0491604183058766	0.214142797156155	1	iteration	419
#F8766D	-0.0491824854959633	0.214290771856082	1	iteration	420
#F8766D	-0.0492041056744527	0.214436363078051	1	iteration	421
#F8766D	-0.049225287460814	0.214579609278496	1	iteration	422
#F8766D	-0.0492460393136341	0.214720548292372	1	iteration	423
#F8766D	-0.0492663695335529	0.214859217343218	1	iteration	424
#F8766D	-0.0492862862661444	0.214995653053047	1	iteration	425
#F8766D	-0.0493057975047476	0.215129891452089	1	iteration	426
#F8766D	-0.0493249110932454	0.215261967988361	1	iteration	427
#F8766D	-0.0493436347287947	0.215391917537095	1	iteration	428
#F8766D	-0.0493619759645066	0.215519774410004	1	iteration	429
#F8766D	-0.0493799422120789	0.215645572364402	1	iteration	430
