colour	order	level	x	y	piece	group
#E5E5E5	21.9455464579791	21.9455464579791	-0.324889558923161	0	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.326633165829146	0.000431863856960982	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.336683417085427	0.00309291772898319	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.34352990054879	0.0050251256281407	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.346733668341709	0.00593945013142683	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.35678391959799	0.00898361965588352	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.360112258207665	0.0100502512562814	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.366834170854271	0.0122289556879577	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.375154781718335	0.0150753768844221	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.376884422110553	0.0156738913116965	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.386934673366834	0.0193326439901811	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.388944065558765	0.0201005025125628	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.396984924623116	0.0232090866237081	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.401716756225206	0.0251256281407035	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.407035175879397	0.027305216560072	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.413676337381388	0.0301507537688442	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.417085427135678	0.0316289165856917	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.424924562096197	0.0351758793969849	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.42713567839196	0.0361884511842463	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.435546885359735	0.0402010050251256	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.437185929648241	0.0409924899227718	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.445615601584792	0.0452261306532663	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.447236180904523	0.0460501325784894	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.45519228418841	0.050251256281407	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.457286432160804	0.0513709361594344	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.464329701901796	0.0552763819095477	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.467336683417086	0.0569649439875232	1	-1-001
#E5E5E5	21.9455464579791	21.9455464579791	-0.473073338233135	0.0603015075376884	1	-1-001
