group	x	y
1	0	0.00370529499428216
1	0.000235004332021222	0.00369783503669156
1	0.00046906238454071	0.00367548520253604
1	0.000701231688390298	0.00363833548670951
1	0.000930577379726093	0.00358653547800584
1	0.00115617596439522	0.00352029375677758
1	0.00137711903652083	0.00343987705505653
1	0.00159251693633195	0.00334560918251794
1	0.00180150233250939	0.00323786972261326
1	0.00200323371462284	0.00311709250412156
1	0.00219689878159636	0.00298376385427414
1	0.00238171771255813	0.00283842064048641
1	0.00255694630690385	0.00268164810858233
1	0.00272187898092994	0.00251407752621598
1	0.00287585160897004	0.00233638364097955
1	0.00301824419759473	0.00214928196343294
1	0.00314848338210619	0.00195352588599527
1	0.0032660447352755	0.00174990364929948
1	0.00337045487902599	0.00153923516822555
1	0.00346129339055969	0.00132236873039264
1	0.00353819449525154	0.00110017758040424
1	0.00360084853949471	0.000873556403600372
1	0.0036490032375664	0.000643417723475497
1	0.00368246468749335	0.000410688227268462
1	0.00370109815182674	0.000176305034520067
1	0.00370482860018225	-5.8788076376576e-05
1	0.003693641011361	-0.000293644468438536
1	0.00366758043383457	-0.000527318457866079
1	0.00362675180435075	-0.000758869121977559
1	0.00357131952539027	-0.000987364087972964
1	0.003501506803176	-0.0012118832872701
1	0.00341759474890036	-0.00143152266029606
1	0.00331992124678967	-0.00164539779681601
1	0.00320887959356367	-0.00185264749714108
1	0.00308491691476845	-0.00205243723987555
1	0.00294853236435965	-0.00224396254223998
1	0.00280027511478571	-0.00242645219943941
1	0.00264074214566417	-0.00259917139003287
1	0.00247057583995554	-0.00276142463480002
1	0.00229046139731374	-0.00291255859719045
1	0.00210112407502905	-0.0030519647140794
1	0.00190332626767286	-0.00317908164623668
1	0.0016978644372039	-0.00329339753864163
1	0.00148556590589699	-0.0033944520815426
1	0.00126728552500827	-0.00348183836396191
1	0.00104390223259086	-0.0035552045121827
1	0.000816315514321605	-0.00361425510662021
1	0.000585441781589647	-0.00365875237137218
1	0.000352210681431255	-0.00368851713165849
1	0.000117561353169307	-0.00370342953529474
1	-0.000117561353169308	-0.00370342953529474
1	-0.000352210681431256	-0.00368851713165849
1	-0.000585441781589648	-0.00365875237137218
1	-0.000816315514321605	-0.00361425510662021
1	-0.00104390223259086	-0.0035552045121827
1	-0.00126728552500827	-0.00348183836396191
1	-0.00148556590589699	-0.0033944520815426
1	-0.0016978644372039	-0.00329339753864163
1	-0.00190332626767286	-0.00317908164623668
1	-0.00210112407502905	-0.0030519647140794
1	-0.00229046139731374	-0.00291255859719045
1	-0.00247057583995553	-0.00276142463480002
1	-0.00264074214566417	-0.00259917139003287
1	-0.00280027511478571	-0.00242645219943941
1	-0.00294853236435965	-0.00224396254223998
1	-0.00308491691476844	-0.00205243723987555
1	-0.00320887959356367	-0.00185264749714108
1	-0.00331992124678967	-0.00164539779681601
1	-0.00341759474890036	-0.00143152266029606
1	-0.003501506803176	-0.0012118832872701
1	-0.00357131952539027	-0.000987364087972962
1	-0.00362675180435075	-0.000758869121977559
1	-0.00366758043383457	-0.000527318457866079
1	-0.003693641011361	-0.000293644468438537
1	-0.00370482860018225	-5.87880763765744e-05
1	-0.00370109815182674	0.000176305034520068
1	-0.00368246468749335	0.000410688227268461
1	-0.0036490032375664	0.000643417723475495
1	-0.00360084853949471	0.000873556403600372
1	-0.00353819449525154	0.00110017758040424
1	-0.00346129339055969	0.00132236873039264
1	-0.00337045487902599	0.00153923516822555
1	-0.0032660447352755	0.00174990364929948
1	-0.00314848338210619	0.00195352588599527
1	-0.00301824419759473	0.00214928196343294
1	-0.00287585160897004	0.00233638364097955
1	-0.00272187898092994	0.00251407752621598
1	-0.00255694630690385	0.00268164810858233
1	-0.00238171771255813	0.00283842064048641
1	-0.00219689878159636	0.00298376385427414
1	-0.00200323371462284	0.00311709250412156
1	-0.00180150233250939	0.00323786972261326
1	-0.00159251693633195	0.00334560918251794
1	-0.00137711903652083	0.00343987705505653
1	-0.00115617596439522	0.00352029375677758
1	-0.000930577379726094	0.00358653547800584
1	-0.000701231688390296	0.00363833548670951
1	-0.000469062384540709	0.00367548520253604
1	-0.000235004332021222	0.00369783503669156
1	-9.07505558556837e-19	0.00370529499428216
